Maintenance_ID,Asset_ID,Maintenance_Type,Date,Cost_USD,Downtime_Minutes,Technician
MNT-6455,AST-1418,Preventive,2023-08-19,1647,4,Daniel Phillips
MNT-6456,AST-1049,Reactive,2023-12-31,8726,155,Sarah Walker
MNT-6457,AST-1059,Preventive,2023-05-01,1854,2,Joseph Taylor
MNT-6458,AST-1441,Emergency,2023-06-16,11750,182,Debra Cole
MNT-6459,AST-1050,Preventive,2023-07-31,1428,20,John Vargas
MNT-6460,AST-1198,Reactive,2023-05-21,14466,146,Vanessa Fischer
MNT-6461,AST-1389,Preventive,2023-11-02,1282,42,Jennifer Henry
MNT-6462,AST-1412,Reactive,2023-07-30,13553,295,Laura Campos
MNT-6463,AST-1432,Predictive,2023-02-24,881,16,Elizabeth Hunt
MNT-6464,AST-1497,Preventive,2023-03-17,1873,25,Manuel Huang
MNT-6465,AST-1010,Reactive,2023-11-18,8047,189,Jacob Bailey
MNT-6466,AST-1145,Preventive,2024-01-01,936,34,Jill Rice
MNT-6467,AST-1111,Predictive,2023-03-12,1831,1,Diana Carr
MNT-6468,AST-1474,Predictive,2023-08-26,1837,6,Monica Thompson
MNT-6469,AST-1490,Preventive,2023-02-21,1182,3,Johnny Randolph
MNT-6470,AST-1009,Preventive,2023-05-31,503,11,Taylor Ford
MNT-6471,AST-1033,Preventive,2023-05-10,583,5,Jessica Allen
MNT-6472,AST-1137,Preventive,2023-07-26,631,33,Antonio Brown
MNT-6473,AST-1043,Reactive,2023-04-24,11455,67,Elizabeth Moore
MNT-6474,AST-1426,Preventive,2023-01-24,1330,18,Bradley Hahn
MNT-6475,AST-1015,Preventive,2023-07-30,1408,0,Virginia Hughes
MNT-6476,AST-1405,Predictive,2023-11-01,1439,11,Lucas Clarke
MNT-6477,AST-1308,Predictive,2023-01-02,1300,42,Tracy Carter
MNT-6478,AST-1446,Preventive,2023-03-03,1456,13,Heather Shaw
MNT-6479,AST-1085,Preventive,2023-04-10,1185,23,Cindy Patterson
MNT-6480,AST-1450,Reactive,2023-10-16,6006,283,Mark Valenzuela
MNT-6481,AST-1468,Preventive,2023-06-06,587,35,Alicia Cox
MNT-6482,AST-1477,Preventive,2023-03-10,1705,24,Nathan Morris
MNT-6483,AST-1363,Emergency,2023-11-07,9347,191,Susan Bell
MNT-6484,AST-1014,Reactive,2023-10-08,4147,60,Julie Hall
MNT-6485,AST-1192,Reactive,2023-08-25,6769,297,William Newton
MNT-6486,AST-1454,Emergency,2023-09-22,3626,114,Helen Mitchell
MNT-6487,AST-1434,Reactive,2023-05-26,12884,218,Mary Kerr
MNT-6488,AST-1291,Reactive,2023-10-08,2825,114,Karen Lee
MNT-6489,AST-1401,Predictive,2023-05-04,1357,22,Megan Lewis
MNT-6490,AST-1072,Preventive,2023-08-04,1997,17,Cassandra Adams
MNT-6491,AST-1283,Emergency,2023-07-07,8142,158,Amy Hubbard
MNT-6492,AST-1063,Preventive,2023-05-16,1046,33,Allen Hutchinson
MNT-6493,AST-1065,Predictive,2023-02-17,1121,11,Diane White
MNT-6494,AST-1498,Preventive,2023-09-06,527,21,Amber Blair
MNT-6495,AST-1298,Preventive,2023-01-03,1252,12,Joseph Gonzalez
MNT-6496,AST-1182,Preventive,2023-05-14,1169,7,Henry Cooper
MNT-6497,AST-1118,Reactive,2023-07-16,12068,180,Thomas Evans
MNT-6498,AST-1346,Emergency,2023-01-04,6882,260,Linda Collins
MNT-6499,AST-1257,Preventive,2023-05-18,1769,18,Laura Davis
MNT-6500,AST-1263,Preventive,2023-03-04,1359,2,Angel Davis
MNT-6501,AST-1150,Predictive,2023-02-10,1928,17,Jackie Sparks
MNT-6502,AST-1062,Predictive,2023-09-24,1151,9,Sheri Donovan
MNT-6503,AST-1310,Predictive,2023-10-25,1120,38,Keith Stewart
MNT-6504,AST-1416,Preventive,2023-01-05,1010,37,Veronica Jackson
MNT-6505,AST-1347,Preventive,2023-11-15,1072,43,Laurie Stanley
MNT-6506,AST-1326,Emergency,2023-03-16,10746,118,Thomas Mendoza
MNT-6507,AST-1240,Reactive,2023-04-03,13013,97,Destiny Shaffer
MNT-6508,AST-1070,Preventive,2023-08-06,1402,5,Paula Black
MNT-6509,AST-1021,Preventive,2023-07-22,612,24,Sandra Cannon
MNT-6510,AST-1222,Reactive,2023-04-24,3524,274,Kimberly Hernandez
MNT-6511,AST-1072,Preventive,2023-07-08,1365,9,Tina Sanchez
MNT-6512,AST-1430,Preventive,2023-07-06,1583,17,Taylor Steele
MNT-6513,AST-1420,Predictive,2023-06-04,1430,5,Alexandra Howell
MNT-6514,AST-1469,Preventive,2023-01-28,791,17,Benjamin Bailey
MNT-6515,AST-1450,Preventive,2023-12-19,962,23,Jacqueline Smith
MNT-6516,AST-1428,Predictive,2023-10-03,1000,1,Eric Clarke
MNT-6517,AST-1160,Predictive,2023-09-17,1981,34,Dylan Gonzalez
MNT-6518,AST-1335,Preventive,2023-08-05,1132,15,Matthew Morgan
MNT-6519,AST-1281,Reactive,2023-11-30,10796,287,Erin Lopez
MNT-6520,AST-1010,Preventive,2023-12-13,1928,45,Kent Heath
MNT-6521,AST-1239,Predictive,2023-06-02,1797,7,Brenda Wagner
MNT-6522,AST-1003,Preventive,2023-09-29,1007,42,Richard Goodwin
MNT-6523,AST-1223,Reactive,2023-11-22,11403,110,Tim Gray
MNT-6524,AST-1132,Reactive,2023-03-07,7324,121,Robert Turner
MNT-6525,AST-1372,Preventive,2023-09-28,1768,15,Steve Smith
MNT-6526,AST-1302,Preventive,2023-03-14,542,6,Emily Frederick
MNT-6527,AST-1492,Preventive,2023-01-23,1134,16,Jennifer Carrillo
MNT-6528,AST-1244,Reactive,2023-08-07,4572,79,Emily Hernandez
MNT-6529,AST-1172,Preventive,2023-03-03,670,26,Lindsay Wood
MNT-6530,AST-1459,Predictive,2023-04-04,1031,10,Donna Ryan
MNT-6531,AST-1319,Preventive,2023-10-26,1853,8,Allison Wilkerson
MNT-6532,AST-1415,Preventive,2023-07-04,800,18,Nicole Hicks DVM
MNT-6533,AST-1037,Preventive,2023-09-03,1771,12,Stephen Mahoney
MNT-6534,AST-1390,Emergency,2023-01-25,4900,216,Francis Wood
MNT-6535,AST-1025,Emergency,2023-08-02,14642,200,Laura Cain
MNT-6536,AST-1307,Preventive,2023-04-02,1607,0,Brooke Smith
MNT-6537,AST-1112,Predictive,2023-10-04,1261,29,Rachel Skinner
MNT-6538,AST-1055,Preventive,2023-06-24,1590,36,Benjamin Love
MNT-6539,AST-1200,Reactive,2023-04-17,4543,215,Victoria Rodriguez
MNT-6540,AST-1180,Preventive,2023-12-22,639,22,Taylor Smith
MNT-6541,AST-1285,Reactive,2023-05-12,4883,259,Shannon Foster
MNT-6542,AST-1038,Preventive,2023-01-17,1067,15,Brittany Harris
MNT-6543,AST-1478,Emergency,2023-07-15,13188,65,Renee Campbell
MNT-6544,AST-1178,Preventive,2023-05-26,1716,42,Michelle Lee
MNT-6545,AST-1040,Preventive,2023-11-14,785,0,Christopher Boyer
MNT-6546,AST-1186,Preventive,2023-06-04,1321,1,Pamela Holmes
MNT-6547,AST-1171,Reactive,2023-01-04,8802,170,Gary Lindsey
MNT-6548,AST-1488,Reactive,2023-02-02,7456,178,Erin Powell
MNT-6549,AST-1425,Preventive,2023-12-19,1658,7,Sharon Walters
MNT-6550,AST-1113,Preventive,2023-05-20,676,14,Eric Hopkins
MNT-6551,AST-1130,Emergency,2023-03-04,3264,189,Mr. Christopher Smith PhD
MNT-6552,AST-1470,Predictive,2023-01-22,1387,45,Patrick Johns
MNT-6553,AST-1205,Predictive,2023-10-13,724,40,Kyle Hartman
MNT-6554,AST-1189,Preventive,2023-06-03,632,11,Heidi Castro
MNT-6555,AST-1146,Emergency,2023-05-29,9605,126,William Yoder
MNT-6556,AST-1109,Reactive,2023-10-21,14067,95,Russell Howard
MNT-6557,AST-1243,Preventive,2023-05-17,1222,25,Michael Herring
MNT-6558,AST-1455,Reactive,2023-10-26,6104,81,Gordon Johnston
MNT-6559,AST-1149,Preventive,2023-09-14,789,9,Jodi Jones
MNT-6560,AST-1017,Preventive,2023-06-25,1094,37,Patrick Black
MNT-6561,AST-1189,Preventive,2023-04-15,862,22,Juan Miller
MNT-6562,AST-1222,Reactive,2023-09-08,5603,224,Timothy Walker
MNT-6563,AST-1246,Preventive,2023-11-19,1152,34,John Davidson
MNT-6564,AST-1326,Reactive,2023-07-22,5226,298,Jennifer Pena
MNT-6565,AST-1307,Preventive,2023-04-23,1997,19,Vanessa Blanchard
MNT-6566,AST-1206,Preventive,2023-05-26,1814,20,Roger Graham
MNT-6567,AST-1032,Preventive,2023-12-24,1380,7,John Morgan
MNT-6568,AST-1425,Predictive,2023-10-06,1054,28,Carolyn Harper
MNT-6569,AST-1437,Reactive,2023-05-02,2718,63,Susan Green
MNT-6570,AST-1406,Preventive,2023-02-22,1847,0,Bryan Parker
MNT-6571,AST-1482,Preventive,2023-02-21,1041,4,Michael King
MNT-6572,AST-1092,Preventive,2023-03-21,930,9,Monica Bishop
MNT-6573,AST-1428,Reactive,2023-03-30,6682,104,Connie Scott
MNT-6574,AST-1128,Preventive,2023-05-04,795,33,Ivan Smith
MNT-6575,AST-1322,Preventive,2023-10-25,1963,22,Kristopher Smith
MNT-6576,AST-1205,Predictive,2023-08-31,911,42,Debbie Cameron
MNT-6577,AST-1472,Reactive,2023-11-08,2640,245,Philip Jackson
MNT-6578,AST-1410,Predictive,2023-11-12,1761,34,Michael Beck
MNT-6579,AST-1164,Reactive,2023-01-21,8045,152,Sarah Maldonado
MNT-6580,AST-1041,Reactive,2023-10-29,12450,235,Robin Booth
MNT-6581,AST-1265,Preventive,2023-09-03,1439,16,Karen Hoffman
MNT-6582,AST-1308,Preventive,2023-02-14,817,42,Jason Daniel
MNT-6583,AST-1275,Predictive,2023-06-05,915,36,Thomas Ali
MNT-6584,AST-1299,Predictive,2023-03-16,778,11,Sharon Clark
MNT-6585,AST-1099,Preventive,2023-04-14,1429,18,Devin Robinson
MNT-6586,AST-1001,Preventive,2023-11-16,1871,16,Kelly Walton
MNT-6587,AST-1045,Predictive,2023-08-03,609,27,Antonio Jackson
MNT-6588,AST-1290,Preventive,2023-09-02,1931,21,Angela Patterson
MNT-6589,AST-1374,Preventive,2023-05-21,628,29,Jeremy Brown
MNT-6590,AST-1095,Reactive,2023-08-31,4173,197,Samuel Kennedy
MNT-6591,AST-1054,Preventive,2023-11-20,1630,25,William Ramos
MNT-6592,AST-1324,Emergency,2023-09-16,6464,236,Troy Brown DDS
MNT-6593,AST-1351,Predictive,2023-05-24,1599,28,Michael Lindsey
MNT-6594,AST-1342,Predictive,2023-09-12,952,11,Gregory Nichols
MNT-6595,AST-1422,Reactive,2023-01-18,2789,67,Roy Walker
MNT-6596,AST-1357,Reactive,2023-01-23,13264,289,Rhonda Jordan
MNT-6597,AST-1435,Preventive,2023-12-18,636,35,Vanessa Wilson
MNT-6598,AST-1247,Predictive,2023-03-07,1374,3,Sarah Gallagher
MNT-6599,AST-1493,Reactive,2023-08-06,2223,277,Nathan Cline
MNT-6600,AST-1040,Preventive,2023-07-17,1812,24,Greg Hess
MNT-6601,AST-1121,Emergency,2023-04-14,11093,225,Jessica Garcia
MNT-6602,AST-1273,Reactive,2023-12-31,4922,89,Michelle Nicholson
MNT-6603,AST-1489,Reactive,2023-09-08,2629,213,Adam Bradley
MNT-6604,AST-1288,Predictive,2023-09-30,708,27,Tracy Berg
MNT-6605,AST-1307,Reactive,2023-12-10,2737,190,Julie Adams
MNT-6606,AST-1462,Reactive,2023-02-19,3074,211,Michael Perkins
MNT-6607,AST-1462,Preventive,2023-07-01,1059,30,April Charles
MNT-6608,AST-1113,Reactive,2023-12-30,7249,240,Katie Blair
MNT-6609,AST-1076,Reactive,2023-05-14,2191,215,Amy Barnes
MNT-6610,AST-1447,Reactive,2023-12-25,6226,174,Timothy Wilkins
MNT-6611,AST-1442,Predictive,2023-01-05,1879,44,Karen Donovan
MNT-6612,AST-1457,Emergency,2023-01-20,5949,138,Caleb Wolfe
MNT-6613,AST-1149,Preventive,2023-09-25,1724,31,Isabel Williams
MNT-6614,AST-1457,Reactive,2023-03-16,4644,153,Devin Rodriguez
MNT-6615,AST-1446,Reactive,2023-11-17,5901,111,Juan Floyd
MNT-6616,AST-1194,Predictive,2023-06-06,1134,6,Erica Cruz
MNT-6617,AST-1082,Predictive,2023-06-18,1439,11,Don Gilbert
MNT-6618,AST-1064,Emergency,2023-02-06,6507,266,Douglas Benitez
MNT-6619,AST-1152,Preventive,2023-10-04,944,34,Rachel Lopez
MNT-6620,AST-1384,Preventive,2023-05-15,1486,4,Maria Farmer
MNT-6621,AST-1380,Reactive,2023-03-16,12964,180,Katherine Adams
MNT-6622,AST-1043,Emergency,2023-11-19,14431,265,Rebekah Rodriguez
MNT-6623,AST-1435,Preventive,2023-06-09,1728,24,Tara Hamilton
MNT-6624,AST-1048,Preventive,2023-08-31,1173,26,Casey Huber
MNT-6625,AST-1010,Preventive,2023-02-20,1136,41,David Martin
MNT-6626,AST-1286,Reactive,2023-08-29,9992,150,Joseph Lowe
MNT-6627,AST-1268,Preventive,2023-08-03,754,35,Thomas Smith
MNT-6628,AST-1404,Preventive,2023-01-28,1922,8,Matthew Haas
MNT-6629,AST-1096,Reactive,2023-09-11,12573,259,Laurie Nash
MNT-6630,AST-1094,Preventive,2023-04-22,841,0,Heather Peters
MNT-6631,AST-1180,Emergency,2023-04-03,8441,232,Tammy Gilmore
MNT-6632,AST-1105,Reactive,2023-07-15,6363,121,Amanda Erickson
MNT-6633,AST-1341,Predictive,2023-09-09,962,31,Deborah Knight
MNT-6634,AST-1164,Predictive,2023-01-25,682,25,Charles Jones
MNT-6635,AST-1119,Preventive,2023-06-08,607,29,Patrick Edwards
MNT-6636,AST-1452,Predictive,2023-10-23,1860,10,Peter Welch
MNT-6637,AST-1335,Emergency,2023-06-20,11039,118,Tiffany Sullivan
MNT-6638,AST-1212,Predictive,2023-11-19,1353,28,Bryan Hernandez
MNT-6639,AST-1319,Preventive,2023-02-27,519,17,Debra Cruz
MNT-6640,AST-1424,Preventive,2023-02-08,947,22,Michael Logan
MNT-6641,AST-1165,Preventive,2023-07-16,1689,14,Krista Jones
MNT-6642,AST-1017,Predictive,2023-02-20,1232,36,Joshua Rasmussen
MNT-6643,AST-1480,Emergency,2023-02-20,8991,255,Jodi Hunt
MNT-6644,AST-1416,Reactive,2023-12-30,2731,278,Charles Deleon
MNT-6645,AST-1235,Preventive,2023-03-07,1979,29,Bailey Johnson
MNT-6646,AST-1130,Preventive,2023-10-17,1165,23,Lynn Watts
MNT-6647,AST-1122,Preventive,2023-02-15,608,33,James Barton
MNT-6648,AST-1396,Reactive,2023-12-17,9756,289,Amy Williams
MNT-6649,AST-1044,Predictive,2023-06-11,524,43,John Blair
MNT-6650,AST-1167,Preventive,2023-05-31,834,11,Lisa Jones
MNT-6651,AST-1144,Reactive,2023-05-21,8942,182,William Williams
MNT-6652,AST-1016,Reactive,2023-12-20,2451,289,Barbara Hebert
MNT-6653,AST-1422,Predictive,2023-04-23,626,32,Stacey Turner
MNT-6654,AST-1361,Predictive,2023-03-26,1001,28,Todd Osborn
MNT-6655,AST-1104,Emergency,2023-05-18,6327,71,Maria Bush
MNT-6656,AST-1346,Emergency,2023-01-19,12937,70,Steven Brown
MNT-6657,AST-1304,Preventive,2023-07-20,1367,21,Paul Smith
MNT-6658,AST-1319,Preventive,2023-04-01,1286,5,Maurice Strong
MNT-6659,AST-1407,Emergency,2023-06-29,4895,183,Kevin Maddox
MNT-6660,AST-1140,Emergency,2023-09-07,8614,248,Isaiah Leonard
MNT-6661,AST-1438,Reactive,2023-03-23,8775,214,Alyssa Brown
MNT-6662,AST-1433,Predictive,2023-10-07,1620,39,Shawn Gates
MNT-6663,AST-1298,Preventive,2023-01-26,1794,31,Justin Martinez
MNT-6664,AST-1274,Predictive,2023-11-14,1203,11,Gregory Jackson
MNT-6665,AST-1481,Reactive,2023-04-04,8144,117,Pamela Torres
MNT-6666,AST-1128,Reactive,2023-09-10,8430,183,Juan Arellano
MNT-6667,AST-1035,Predictive,2023-02-16,1156,45,Amy Church
MNT-6668,AST-1304,Preventive,2023-10-30,512,11,Mark Lloyd
MNT-6669,AST-1225,Preventive,2023-05-25,864,5,James Doyle
MNT-6670,AST-1402,Predictive,2023-03-18,786,14,Victoria Hopkins
MNT-6671,AST-1344,Predictive,2023-07-26,572,13,Kyle Fernandez
MNT-6672,AST-1126,Preventive,2023-04-07,982,13,Rebecca Olson
MNT-6673,AST-1279,Preventive,2023-10-26,1386,9,Laura Austin
MNT-6674,AST-1018,Reactive,2023-05-18,7591,63,Amanda Perez
MNT-6675,AST-1024,Reactive,2023-01-18,4011,131,Carl Sloan
MNT-6676,AST-1500,Emergency,2023-05-17,7824,100,Tanya Serrano
MNT-6677,AST-1361,Preventive,2023-08-12,723,26,Robert Ellis
MNT-6678,AST-1172,Reactive,2023-12-16,11908,208,William Lopez
MNT-6679,AST-1312,Preventive,2023-05-25,1553,29,Mr. Robert Alexander
MNT-6680,AST-1209,Preventive,2023-10-01,1371,22,Sandra Stein
MNT-6681,AST-1227,Preventive,2023-02-22,1608,45,Kyle Brooks
MNT-6682,AST-1293,Preventive,2023-04-08,1625,36,Laura Smith
MNT-6683,AST-1321,Preventive,2023-04-22,982,7,John Curry
MNT-6684,AST-1096,Reactive,2023-10-09,12521,65,Paul Gonzalez
MNT-6685,AST-1354,Preventive,2023-11-27,1590,11,Patricia Valencia
MNT-6686,AST-1024,Reactive,2023-01-22,2888,89,Lori Hayes
MNT-6687,AST-1264,Preventive,2023-05-14,1822,44,Michael Kelley
MNT-6688,AST-1205,Preventive,2023-06-14,1020,12,Beth Johnson
MNT-6689,AST-1266,Reactive,2023-07-06,13089,290,James Sanders
MNT-6690,AST-1174,Preventive,2023-09-09,1742,21,Angela Smith
MNT-6691,AST-1118,Reactive,2023-11-22,8758,171,Lori Blackwell
MNT-6692,AST-1491,Emergency,2023-06-09,14990,202,Nathaniel Kennedy
MNT-6693,AST-1239,Preventive,2023-12-22,835,31,Regina Valentine MD
MNT-6694,AST-1449,Predictive,2023-08-18,884,31,Michael Benitez
MNT-6695,AST-1395,Reactive,2023-11-23,5947,132,Rachel Wiggins
MNT-6696,AST-1299,Emergency,2023-01-13,9001,180,Katherine Williams
MNT-6697,AST-1417,Preventive,2023-02-05,1394,33,Adriana Rodriguez
MNT-6698,AST-1394,Predictive,2023-03-06,693,0,Lori Sharp
MNT-6699,AST-1365,Emergency,2023-08-25,9944,186,Alyssa Morrison MD
MNT-6700,AST-1290,Predictive,2023-06-08,1125,6,Cynthia Wilkinson
MNT-6701,AST-1194,Preventive,2023-04-07,1577,29,Jason Thomas
MNT-6702,AST-1134,Predictive,2023-07-12,1035,31,Lauren Wright
MNT-6703,AST-1359,Predictive,2023-05-25,1671,8,Christopher Newman
MNT-6704,AST-1278,Reactive,2023-12-17,6525,154,Manuel Olsen
MNT-6705,AST-1031,Preventive,2023-03-25,1787,38,Cheryl Hayden
MNT-6706,AST-1014,Predictive,2023-12-28,1449,36,Brittany White
MNT-6707,AST-1127,Preventive,2023-12-05,1251,23,Mrs. Amy Lyons
MNT-6708,AST-1303,Preventive,2023-11-15,1146,44,John Patel
MNT-6709,AST-1183,Preventive,2023-12-25,1350,9,Heather Cummings
MNT-6710,AST-1049,Preventive,2023-07-30,1119,43,Austin Keller
MNT-6711,AST-1375,Preventive,2023-08-06,1363,18,April Parks
MNT-6712,AST-1005,Preventive,2023-08-13,1544,2,Clinton Marsh
MNT-6713,AST-1015,Reactive,2023-09-30,5877,267,Ryan Jones
MNT-6714,AST-1068,Preventive,2023-07-11,973,34,Karen Page
MNT-6715,AST-1293,Predictive,2023-10-10,863,37,Kevin Frost
MNT-6716,AST-1022,Reactive,2023-02-14,6481,128,Luis Reese
MNT-6717,AST-1379,Emergency,2023-12-16,11538,173,Aaron Jackson
MNT-6718,AST-1395,Preventive,2023-01-28,1665,44,Dennis Daniels
MNT-6719,AST-1071,Predictive,2023-09-12,1904,23,Alan Dunn
MNT-6720,AST-1447,Emergency,2024-01-01,12186,215,Howard Brock
MNT-6721,AST-1201,Reactive,2023-03-03,4501,274,Melissa Alvarado
MNT-6722,AST-1292,Preventive,2023-02-24,670,18,Shelley Wood
MNT-6723,AST-1479,Emergency,2023-03-17,13229,212,William Hall
MNT-6724,AST-1014,Predictive,2023-02-13,1448,23,Lucas Bryan
MNT-6725,AST-1402,Emergency,2023-08-16,2464,147,Stephanie Cohen
MNT-6726,AST-1043,Preventive,2023-01-22,617,39,Angela Garza
MNT-6727,AST-1247,Reactive,2023-11-11,14123,66,Natasha Baird
MNT-6728,AST-1353,Preventive,2023-11-15,551,17,James Johnson
MNT-6729,AST-1316,Reactive,2023-06-02,2047,225,Vanessa Wise
MNT-6730,AST-1404,Reactive,2023-06-01,7214,284,Joshua Davis
MNT-6731,AST-1072,Emergency,2023-04-04,13600,202,Cynthia Serrano
MNT-6732,AST-1422,Predictive,2023-01-13,1181,11,Kyle Walker
MNT-6733,AST-1325,Preventive,2023-12-11,1074,22,Thomas Wilson
MNT-6734,AST-1194,Reactive,2023-01-07,10332,271,Zachary Jones
MNT-6735,AST-1051,Reactive,2023-10-19,3067,265,Jamie Turner
MNT-6736,AST-1396,Preventive,2023-11-04,1267,16,Rebecca Carter
MNT-6737,AST-1262,Predictive,2023-09-30,1927,18,Ryan Hoover
MNT-6738,AST-1148,Emergency,2023-04-20,2953,105,Donald Jacobs
MNT-6739,AST-1457,Preventive,2023-01-10,1275,37,Lindsey Curry
MNT-6740,AST-1403,Preventive,2023-12-03,841,21,Michael Peterson
MNT-6741,AST-1122,Preventive,2023-10-04,1263,23,Keith Riley
MNT-6742,AST-1312,Predictive,2023-11-19,700,15,Mike Vang
MNT-6743,AST-1294,Preventive,2023-09-23,758,9,Stephanie Williams
MNT-6744,AST-1062,Predictive,2023-04-29,1357,44,Victoria Vaughn
MNT-6745,AST-1152,Reactive,2023-02-03,10707,98,Valerie Nichols
MNT-6746,AST-1444,Reactive,2023-05-07,8620,156,Kimberly Moore
MNT-6747,AST-1017,Preventive,2023-03-23,1530,8,Robert Barry
MNT-6748,AST-1364,Reactive,2023-03-30,12430,169,Dalton Smith
MNT-6749,AST-1292,Predictive,2023-11-28,884,38,Jeffrey Reeves
MNT-6750,AST-1465,Preventive,2023-05-24,609,27,Kathleen Hayes
MNT-6751,AST-1302,Predictive,2023-02-25,1999,4,Lori Davidson
MNT-6752,AST-1210,Emergency,2023-03-23,9058,75,Julie Higgins
MNT-6753,AST-1312,Reactive,2023-04-18,11524,183,Jessica Farmer
MNT-6754,AST-1132,Preventive,2023-03-15,893,30,Carlos Bennett
MNT-6755,AST-1235,Preventive,2023-06-10,1776,17,Jasmine Murray
MNT-6756,AST-1089,Reactive,2023-10-11,7840,168,Lisa Porter
MNT-6757,AST-1047,Reactive,2023-03-21,5278,66,Joan Gonzalez
MNT-6758,AST-1347,Predictive,2023-03-02,1851,6,Jesse Callahan
MNT-6759,AST-1091,Preventive,2023-10-16,851,8,Marie Harris
MNT-6760,AST-1485,Reactive,2023-08-18,14235,214,Joseph Ross
MNT-6761,AST-1175,Preventive,2023-06-27,1159,39,Jocelyn Carter
MNT-6762,AST-1241,Reactive,2023-12-31,13680,278,Jeffrey Shannon
MNT-6763,AST-1178,Preventive,2023-07-23,686,16,Matthew Cox
MNT-6764,AST-1062,Preventive,2023-04-26,1268,33,Christopher Yoder
MNT-6765,AST-1128,Reactive,2023-06-26,8909,194,Brandi Ortiz
MNT-6766,AST-1224,Preventive,2023-01-16,952,26,Anthony Taylor
MNT-6767,AST-1270,Predictive,2023-11-14,639,13,Jenny Long
MNT-6768,AST-1281,Predictive,2023-11-15,617,9,Gregory Montgomery
MNT-6769,AST-1318,Predictive,2023-03-15,1393,32,Amy Brown
MNT-6770,AST-1329,Reactive,2023-11-29,2835,281,Justin Dunlap
MNT-6771,AST-1394,Predictive,2023-07-03,1624,8,Christopher Welch
MNT-6772,AST-1255,Emergency,2023-11-25,14469,182,Paul Davis
MNT-6773,AST-1231,Reactive,2023-10-21,7416,142,Carla Cabrera
MNT-6774,AST-1206,Preventive,2023-04-25,934,18,Nina Huber
MNT-6775,AST-1436,Predictive,2023-01-27,1633,37,Patricia Maldonado
MNT-6776,AST-1338,Preventive,2023-06-18,1159,38,Laura Keller
MNT-6777,AST-1186,Reactive,2023-10-18,4340,214,Linda Harris
MNT-6778,AST-1085,Preventive,2023-08-12,528,37,Kerry Todd
MNT-6779,AST-1104,Emergency,2023-02-13,6975,260,Mariah Boyer
MNT-6780,AST-1476,Preventive,2023-05-10,860,18,Billy Murillo
MNT-6781,AST-1173,Reactive,2023-08-26,8315,148,Jenny Jacobson
MNT-6782,AST-1419,Reactive,2023-07-12,3326,171,Brian Brooks
MNT-6783,AST-1024,Predictive,2023-03-23,893,22,Yvette Rice
MNT-6784,AST-1373,Preventive,2023-09-15,678,32,David Bennett
MNT-6785,AST-1375,Preventive,2023-03-26,604,11,Rodney David
MNT-6786,AST-1158,Reactive,2023-01-08,9925,136,Heather Lopez
MNT-6787,AST-1251,Reactive,2023-08-30,11744,279,Joe Rhodes
MNT-6788,AST-1024,Preventive,2023-06-11,1840,7,Michael Pena
MNT-6789,AST-1078,Predictive,2023-08-03,1295,35,Denise Parker
MNT-6790,AST-1478,Preventive,2023-10-20,657,7,Christopher Wood
MNT-6791,AST-1273,Preventive,2023-03-22,1485,26,Frances Williams
MNT-6792,AST-1220,Reactive,2023-06-25,4518,74,Tonya Whitehead
MNT-6793,AST-1207,Preventive,2023-06-26,1518,4,Elizabeth Reyes
MNT-6794,AST-1076,Preventive,2023-12-15,1092,25,Destiny Davila
MNT-6795,AST-1260,Predictive,2023-12-31,1482,1,Sara Nguyen
MNT-6796,AST-1338,Preventive,2023-07-26,1482,24,Austin Bryant
MNT-6797,AST-1211,Reactive,2023-05-27,3234,175,Michael Lutz
MNT-6798,AST-1170,Predictive,2023-05-20,1513,23,Amanda Flynn
MNT-6799,AST-1124,Reactive,2023-08-21,7009,206,Michael Ayala
MNT-6800,AST-1215,Preventive,2023-02-20,1214,12,Christopher Moore
MNT-6801,AST-1136,Predictive,2023-07-16,1860,8,Sarah Friedman
MNT-6802,AST-1321,Preventive,2023-04-16,1678,14,Jason Gonzalez
MNT-6803,AST-1381,Predictive,2023-07-16,901,27,Brian Hall
MNT-6804,AST-1162,Reactive,2023-06-08,10678,216,Kim Henderson
MNT-6805,AST-1334,Preventive,2023-07-31,1695,20,Jason Robinson
MNT-6806,AST-1057,Reactive,2023-10-02,3961,86,Gloria Wilson
MNT-6807,AST-1186,Reactive,2023-08-17,7164,166,Jillian Wang
MNT-6808,AST-1048,Preventive,2023-03-27,1306,12,Scott Flores
MNT-6809,AST-1346,Predictive,2023-04-24,617,20,Kyle Miller
MNT-6810,AST-1114,Preventive,2023-11-12,636,24,Nicholas Horne
MNT-6811,AST-1111,Reactive,2023-02-25,8991,168,Brittany Pena
MNT-6812,AST-1483,Emergency,2023-08-06,10828,119,Shannon Garcia
MNT-6813,AST-1445,Preventive,2023-01-22,1827,16,Steven Alexander
MNT-6814,AST-1406,Reactive,2023-05-25,8193,153,Brianna Mitchell
MNT-6815,AST-1207,Preventive,2023-04-29,1651,36,Fernando Schmidt
MNT-6816,AST-1042,Emergency,2023-07-04,4415,213,Kurt Foster
MNT-6817,AST-1353,Emergency,2023-02-01,10148,195,Lisa Watson
MNT-6818,AST-1355,Preventive,2023-10-26,1966,3,Catherine Lewis
MNT-6819,AST-1454,Reactive,2023-05-07,14940,67,Stephanie Fletcher
